id,transaction_date,parcel_id,baths,beds,sqft,lot_sqft,fips,latitude,longitude,region_zip_id,year_built,land_tax_value,tax_amount,log_error
5269,2017-06-30,11867476,1.0,2.0,1264.0,5781.0,6037.0,34086157.0,-118156806.0,96533.0,1935.0,27521.0,996.36,-0.0204375543063
5489,2017-05-10,11920981,3.0,3.0,2279.0,9505.0,6037.0,34121453.0,-118083479.0,96514.0,1948.0,816781.0,13174.31,-0.00930034352119
5495,2017-07-27,11922009,3.0,4.0,2012.0,17760.0,6037.0,34131539.0,-118091257.0,96295.0,1951.0,812200.0,15288.47,1.45785558076
5592,2017-06-07,11945984,2.0,4.0,2051.0,6793.0,6037.0,34097180.0,-118281348.0,96008.0,1904.0,32692.0,1376.06,-0.16336865259000002
5652,2017-06-27,11961650,1.0,2.0,1018.0,7049.0,6037.0,34117548.0,-118230085.0,96046.0,1949.0,31038.0,828.22,0.265638790187
5828,2017-06-22,12016313,2.0,2.0,1930.0,7499.0,6037.0,34102244.0,-118356115.0,96027.0,1920.0,48024.0,1387.47,0.28652122346299996
5948,2017-07-19,12044697,1.0,2.0,1071.0,4678.0,6037.0,34216805.0,-118247175.0,96330.0,1949.0,325525.0,4608.62,0.0330954619488
6247,2017-07-14,12123741,2.0,2.0,1536.0,7563.0,6037.0,34156784.0,-118081038.0,96295.0,1947.0,556000.0,8109.4,0.00237481658704
7096,2017-05-01,12313206,1.0,2.0,874.0,5385.0,6037.0,33938064.0,-118184546.0,96125.0,1940.0,164610.0,3723.41,-0.011092721377700001
7160,2017-05-12,12331654,2.0,3.0,1945.0,5536.0,6037.0,33949268.0,-118122047.0,96101.0,1976.0,418000.0,7860.66,-0.0024455747633099997
7221,2017-07-26,12347633,1.0,3.0,1019.0,5812.0,6037.0,33905494.0,-118116545.0,96208.0,1953.0,265095.0,4247.05,-0.032169392300900004
7255,2017-07-03,12361529,1.0,2.0,818.0,8051.0,6037.0,33980184.0,-118233630.0,96110.0,1942.0,19852.0,930.39,0.047191528389999994
7328,2017-05-15,12380616,3.0,3.0,1904.0,7510.0,6037.0,33995860.0,-118109918.0,96192.0,1953.0,18611.0,1492.78,0.048973092280699994
7401,2017-06-01,12398555,1.0,2.0,785.0,5327.0,6037.0,33959472.0,-118094825.0,96197.0,1950.0,202012.0,3767.69,0.0231121950176
7512,2017-07-28,12422593,3.0,5.0,2278.0,6735.0,6037.0,33856469.0,-118097024.0,96206.0,1966.0,404801.0,7306.05,0.00878756086846
7689,2017-05-01,12460440,1.0,2.0,1268.0,7539.0,6037.0,33844588.0,-118177449.0,96241.0,1949.0,259491.0,3762.96,-0.018075611575
7724,2017-07-05,12467469,2.0,2.0,1456.0,7689.0,6037.0,33823653.0,-118169198.0,96241.0,1936.0,33520.0,1031.48,0.0741516966922
7794,2017-07-06,12486369,2.0,4.0,1334.0,5144.0,6037.0,33839851.0,-118122601.0,96213.0,1950.0,21299.0,1225.07,0.00025029226967500004
7949,2017-06-23,12521892,2.0,3.0,1826.0,6841.0,6037.0,33781999.0,-118097104.0,96247.0,1954.0,197173.0,4265.62,0.0291279872475
8405,2017-05-08,12652859,1.0,3.0,1511.0,5625.0,6037.0,34041677.0,-118283494.0,96222.0,1924.0,48441.0,905.59,-0.05200604952380001
8412,2017-05-03,12653742,1.0,2.0,925.0,5010.0,6037.0,33727228.0,-118294915.0,96221.0,1928.0,270355.0,4097.67,0.05034013028
8513,2017-05-24,12673470,2.0,3.0,1232.0,6822.0,6037.0,33840310.0,-118374364.0,96161.0,1959.0,394626.0,5811.83,-0.07601153626280001
8527,2017-06-15,12676979,1.0,3.0,1448.0,5589.0,6037.0,33849707.0,-118360440.0,96161.0,1955.0,62318.0,1361.98,-0.062008682431300005
8594,2017-06-22,12690904,3.0,3.0,2028.0,6141.0,6037.0,33791283.0,-118340781.0,96163.0,1975.0,710000.0,10111.56,0.05990369534659999
8622,2017-07-28,12698069,2.0,3.0,1540.0,8931.0,6037.0,33742644.0,-118315279.0,96222.0,1955.0,450457.0,7936.41,0.026392701879599998
8821,2017-07-03,12745411,2.0,3.0,1192.0,5233.0,6037.0,33908266.0,-118103042.0,96193.0,1954.0,31070.0,1661.97,-0.043170652952399996
9042,2017-07-25,12800657,2.0,3.0,1784.0,6082.0,6037.0,33949426.0,-118048084.0,96173.0,1959.0,118481.0,3317.12,-0.011815615876
9364,2017-07-13,12869875,2.0,4.0,1544.0,8021.0,6037.0,34085543.0,-117710197.0,96469.0,1962.0,10121.0,1214.26,-0.019754952434900004
9654,2017-07-07,12942005,2.0,3.0,1110.0,6448.0,6037.0,34052526.0,-117964472.0,96490.0,1958.0,154161.0,4023.03,-0.0340014371861
9753,2017-06-21,12969466,2.0,3.0,1895.0,15772.0,6037.0,34153603.0,-117953027.0,399675.0,1962.0,478141.0,8945.78,-0.0143319607084
9858,2017-05-25,12993959,1.0,1.0,772.0,7141.0,6037.0,34063510.0,-118033220.0,96478.0,1940.0,54374.0,1641.67,0.148934705559
9930,2017-07-13,13011425,1.0,3.0,1120.0,5688.0,6037.0,34074510.0,-118057391.0,96510.0,1950.0,22755.0,787.07,0.0183736780491
10223,2017-05-23,13080150,2.0,3.0,1270.0,7884.0,6037.0,34012754.0,-117868819.0,96525.0,1964.0,69910.0,2247.17,-0.000264319142983
10351,2017-07-31,13840792,2.0,5.0,1342.0,5980.0,6059.0,33741235.0,-117898876.0,97003.0,1963.0,18278.0,934.04,-0.000280527261746
10545,2017-05-23,13890487,3.5,4.0,3123.0,6536.0,6059.0,33624766.0,-117921741.0,96981.0,2013.0,982193.0,16915.04,0.0175935706356
10697,2017-05-21,13927700,2.0,3.0,1735.0,7810.0,6059.0,33778513.0,-118088119.0,96218.0,1959.0,244903.0,4600.66,0.00133329023569
10813,2017-05-26,13956469,2.5,4.0,1618.0,1599.0,6059.0,33758800.0,-117937000.0,97003.0,1990.0,104608.0,3806.74,0.0135039884754
10873,2017-05-05,13971273,2.0,3.0,1342.0,6638.0,6059.0,33739249.0,-117948994.0,96990.0,1963.0,169489.0,3260.58,-0.0507029595153
11177,2017-07-13,14047951,2.0,3.0,1642.0,6000.0,6059.0,33668639.0,-117965543.0,96964.0,1967.0,30455.0,1278.56,-0.0252080011135
11253,2017-05-19,14065654,2.5,3.0,1641.0,1283.0,6059.0,33690056.0,-117993700.0,96966.0,1979.0,212476.0,4256.58,0.0115291728314
11429,2017-06-27,14114647,2.0,3.0,1384.0,8250.0,6059.0,33822814.0,-117932688.0,97021.0,1956.0,269859.0,4043.28,0.0118555334451
11512,2017-05-31,14138009,2.0,4.0,1840.0,4913.0,6059.0,33904078.0,-117889792.0,97043.0,1973.0,100008.0,2703.38,0.11499484962300001
11573,2017-05-08,14153861,2.0,4.0,1801.0,9548.0,6059.0,33935634.0,-117899878.0,97035.0,1965.0,103774.0,2989.32,0.0239257686656
11688,2017-07-05,14187210,5.5,4.0,4720.0,19200.0,6059.0,33885451.0,-117820279.0,97078.0,2000.0,821577.0,17240.32,0.12071252257300001
11829,2017-05-15,14216156,2.5,2.0,1404.0,1537.0,6059.0,33847552.0,-117793300.0,97026.0,1976.0,321533.0,4839.86,0.016452082761200002
11856,2017-06-14,14222785,2.0,4.0,1700.0,9605.0,6059.0,33818107.0,-117830004.0,97065.0,1960.0,175951.0,3058.5,0.0233140107259
11884,2017-06-01,14234322,2.0,4.0,1759.0,6000.0,6059.0,33798106.0,-117829772.0,97065.0,1971.0,401600.0,5685.9,0.0247812538408
12093,2017-06-02,14289832,3.0,5.0,2399.0,4785.0,6059.0,33692471.0,-117800825.0,96943.0,1995.0,705635.0,12586.68,0.012783542623299999
12103,2017-06-30,14293412,2.5,2.0,1696.0,1580.0,6059.0,33657137.0,-117897092.0,96959.0,1981.0,414130.0,6276.7,0.0207509786111
12104,2017-06-30,14293534,3.0,4.0,2138.0,5600.0,6059.0,33653813.0,-117895158.0,96959.0,1963.0,25938.0,1703.9,-0.0178378434468
12299,2017-07-12,14350053,3.0,3.0,2445.0,6496.0,6059.0,33727244.0,-117747928.0,96954.0,1999.0,238522.0,7741.92,0.018247085503799998
12366,2017-05-31,14375729,2.0,3.0,1120.0,5000.0,6059.0,33620911.0,-117738349.0,96971.0,1971.0,327597.0,4018.36,-0.0258821839163
12431,2017-05-30,14390605,4.0,4.0,3656.0,8050.0,6059.0,33568954.0,-117678415.0,96971.0,1989.0,697673.0,10754.3,-0.0354909116027
12510,2017-05-22,14409302,4.5,4.0,4632.0,42000.0,6059.0,33514120.0,-117641755.0,96985.0,1986.0,397279.0,10649.86,0.123003550218
12523,2017-05-10,14412068,2.5,3.0,1979.0,8320.0,6059.0,33522580.0,-117696008.0,96987.0,1987.0,180572.0,4182.58,0.0390371684301
12604,2017-06-09,14432845,3.0,3.0,2547.0,5250.0,6059.0,33484712.0,-117696052.0,96961.0,1986.0,206762.0,4434.88,0.10828641987
12658,2017-06-20,14446078,3.0,3.0,2483.0,5500.0,6059.0,33436221.0,-117592694.0,96982.0,1989.0,431941.0,7203.56,0.07522190675589999
12680,2017-05-26,14451435,2.5,3.0,1935.0,6300.0,6059.0,33416478.0,-117613374.0,96982.0,1972.0,38867.0,1304.4,0.00746550107246
12739,2017-06-08,14475496,3.0,4.0,2674.0,6000.0,6059.0,33589798.0,-117663692.0,96995.0,1980.0,602128.0,8127.86,0.0275176682769
12744,2017-06-22,14476909,2.0,2.0,1445.0,3478.0,6059.0,33625118.0,-117636524.0,96996.0,1983.0,112935.0,2595.64,0.026076750832000003
13676,2017-06-14,11120880,4.0,3.0,2780.0,4135.0,6037.0,34429434.0,-118556856.0,96378.0,2001.0,380718.0,10393.47,0.0319692676524
13896,2017-05-19,14326917,3.5,4.0,3935.0,8180.0,6059.0,33624234.0,-117814651.0,96940.0,2004.0,1540688.0,26054.22,-0.005333355628859999
14077,2017-05-19,11174990,2.0,2.0,1140.0,3520.0,6037.0,34500051.0,-118618299.0,96398.0,1986.0,144974.0,3510.11,-0.0217005224259
14112,2017-06-27,11148974,3.0,6.0,3660.0,8246.0,6037.0,34428883.0,-118435588.0,96401.0,2004.0,253812.0,7962.51,-0.04370493101419999
14181,2017-05-03,11307648,4.0,5.0,3646.0,6762.0,6037.0,34676420.0,-118213686.0,97319.0,2005.0,128900.0,5403.58,0.06975835707719999
15315,2017-06-20,17093126,2.0,3.0,1208.0,6000.0,6111.0,34277732.0,-119195751.0,97083.0,1961.0,15485.0,650.76,0.00740764906316
15705,2017-06-30,17197269,2.5,3.0,1587.0,3206.0,6111.0,34276153.0,-118899518.0,97097.0,1984.0,264000.0,4454.96,-0.0199672237155
15739,2017-06-08,17205773,2.0,3.0,1677.0,15537.0,6111.0,34293666.0,-118856116.0,97097.0,1973.0,18736.0,928.82,0.324139270552
15883,2017-05-31,17241312,2.0,3.0,1657.0,20116.0,6111.0,34241761.0,-118772779.0,97118.0,1978.0,133170.0,4112.12,0.0156346611893
16012,2017-06-29,17273670,2.0,3.0,1441.0,12840.0,6111.0,34184742.0,-118939268.0,96351.0,1964.0,319803.0,5207.78,-0.00565023737375
16068,2017-05-09,17287986,3.5,4.0,2382.0,6568.0,6111.0,34180081.0,-118779278.0,96393.0,1990.0,282421.0,8953.28,-0.024547677953599998
16168,2017-07-17,10719731,2.0,3.0,1358.0,7559.0,6037.0,34206094.0,-118620655.0,96342.0,1956.0,20684.0,958.85,0.0549315868036
16179,2017-07-28,10722858,2.0,4.0,1570.0,7977.0,6037.0,34195746.0,-118624097.0,96342.0,1960.0,149312.0,4619.79,-0.172842628003
16482,2017-06-20,10790758,3.0,4.0,1874.0,7595.0,6037.0,34187100.0,-118611474.0,96338.0,1962.0,340012.0,6240.7,-0.0373832673496
16527,2017-05-12,10801652,1.0,2.0,804.0,5499.0,6037.0,34174750.0,-118518376.0,96349.0,1949.0,264262.0,4105.46,0.009064354842169999
16552,2017-06-22,10808526,2.0,3.0,1548.0,5008.0,6037.0,34166547.0,-118601083.0,96387.0,1963.0,439687.0,7919.07,0.004777023108810001
16570,2017-07-19,10814303,4.0,5.0,3386.0,21516.0,6037.0,34149740.0,-118543714.0,96379.0,1967.0,63351.0,2968.8,-0.0386167867152
16723,2017-06-14,10849893,2.0,3.0,2166.0,7640.0,6037.0,34170447.0,-118497961.0,96426.0,1955.0,19233.0,1119.65,0.0591020603548
16817,2017-06-23,10868096,6.0,4.0,7348.0,23285.0,6037.0,34140236.0,-118485003.0,96426.0,1992.0,661534.0,20154.8,0.026787733955700003
16936,2017-05-31,10894174,2.0,3.0,1954.0,8098.0,6037.0,34175253.0,-118428467.0,96410.0,1949.0,54391.0,1777.91,0.00794223636681
16967,2017-06-13,10905007,2.0,2.0,1419.0,5564.0,6037.0,34148842.0,-118425312.0,96424.0,1942.0,619100.0,9659.61,0.0433650388071
17079,2017-05-31,10936217,1.0,2.0,1094.0,6715.0,6037.0,34181603.0,-118350822.0,96437.0,1939.0,69462.0,2193.99,0.022891350652799996
17378,2017-07-03,11011070,2.0,4.0,1855.0,17512.0,6037.0,34319200.0,-118476752.0,96368.0,1987.0,125623.0,4218.54,-0.0532580325743
17583,2017-06-30,11055716,2.0,3.0,1450.0,8000.0,6037.0,34252109.0,-118487843.0,96369.0,1956.0,209620.0,4957.72,-0.00027107703936
17620,2017-06-15,11064618,2.0,3.0,1252.0,7445.0,6037.0,34271792.0,-118509318.0,96370.0,1953.0,160610.0,4290.14,-0.010791917705899998
17702,2017-06-23,11088558,2.0,3.0,1348.0,8381.0,6037.0,34244869.0,-118570562.0,96346.0,1958.0,353000.0,5501.29,-0.0242070881243
17766,2017-06-09,11104729,2.0,3.0,1316.0,6230.0,6037.0,34421903.0,-118470076.0,96374.0,1961.0,149812.0,3415.51,-0.00492248637651
17871,2017-07-03,11138796,5.0,5.0,4742.0,7589.0,6037.0,34369516.0,-118549847.0,96352.0,2001.0,335500.0,10293.37,0.21044299266600003
18155,2017-05-26,11225662,1.0,2.0,843.0,37101.0,6037.0,34559297.0,-117934415.0,97323.0,1957.0,28707.0,845.37,0.528210870908
18383,2017-07-19,11317092,2.0,3.0,1380.0,7300.0,6037.0,34687693.0,-118242043.0,97319.0,1992.0,33188.0,2834.32,0.000470728716554
18389,2017-06-21,11320343,3.0,4.0,2400.0,9563.0,6037.0,34648454.0,-118260694.0,97319.0,1998.0,47547.0,4253.44,-0.112007844842
18421,2017-06-07,11343307,2.0,3.0,1608.0,7890.0,6037.0,34457879.0,-118531052.0,96373.0,1984.0,198500.0,6335.52,0.046348368130400004
18458,2017-06-22,11391677,1.0,2.0,1060.0,4795.0,6037.0,33987382.0,-118321333.0,96024.0,1935.0,157032.0,2511.05,0.116680033816
18570,2017-05-03,11416348,1.0,2.0,864.0,5897.0,6037.0,33942891.0,-118353629.0,96136.0,1923.0,141990.0,2843.19,0.345002669943
18617,2017-07-21,11430024,2.0,3.0,1792.0,5300.0,6037.0,33912321.0,-118311967.0,96106.0,1956.0,279840.0,4930.36,-0.0397260889623
18649,2017-07-24,11437129,2.0,3.0,1517.0,5408.0,6037.0,33892253.0,-118338968.0,96111.0,1951.0,42214.0,1929.23,0.020031508574700003
18926,2017-06-29,11501666,3.0,3.0,1988.0,4200.0,6037.0,33889974.0,-118396280.0,96117.0,1976.0,506302.0,7155.73,0.043959324874800004
19050,2017-06-09,11535873,3.0,3.0,2500.0,2644.0,6037.0,33980255.0,-118465552.0,96127.0,1915.0,1484024.0,22323.1,-0.0108830681293
19414,2017-05-11,11636755,6.0,5.0,5578.0,22216.0,6037.0,34086968.0,-118390786.0,96086.0,1950.0,302362.0,5433.3,0.01394917731
19421,2017-05-17,11640216,6.0,5.0,3784.0,24081.0,6037.0,34096119.0,-118404917.0,96086.0,1952.0,242301.0,3991.05,-0.053021604135
19507,2017-06-06,11661878,3.0,5.0,2643.0,21085.0,6037.0,34044268.0,-118515368.0,96120.0,1948.0,124451.0,2983.6,0.112794050031
19520,2017-05-05,11663751,1.0,3.0,910.0,11839.0,6037.0,34039617.0,-118531174.0,96120.0,1939.0,90738.0,1502.05,0.0508668444384
19606,2017-07-07,11688185,6.0,5.0,5679.0,47073.0,6037.0,34027155.0,-118835947.0,96116.0,1993.0,1451398.0,49510.73,-0.2361284661
19688,2017-07-21,11709217,1.0,3.0,1020.0,6503.0,6037.0,34007928.0,-118317625.0,95989.0,1922.0,22755.0,702.32,-0.07565444780330001
19746,2017-06-08,11724387,1.0,2.0,1401.0,6240.0,6037.0,34020537.0,-118338656.0,95997.0,1940.0,216439.0,3403.13,-0.0931132592553
19905,2017-06-08,11766990,2.0,3.0,1248.0,5120.0,6037.0,34005402.0,-118268022.0,95992.0,1903.0,14266.0,725.87,-0.00985174566446
20112,2017-07-27,11837624,2.0,3.0,1398.0,6253.0,6037.0,34044439.0,-118158275.0,96496.0,1958.0,150969.0,3247.77,0.030917531332099995
20265,2017-06-29,11874371,2.0,3.0,1786.0,3252.0,6037.0,34083854.0,-118193236.0,96013.0,1994.0,13855.0,2183.96,-0.00691310095126
20339,2017-07-14,11891060,2.0,3.0,1959.0,11605.0,6037.0,34129073.0,-118095789.0,96296.0,1948.0,78060.0,3628.38,-0.09107058144760001
20592,2017-05-08,11959118,1.0,2.0,528.0,6666.0,6037.0,34102095.0,-118232290.0,96046.0,1923.0,22957.0,451.04,0.146329150769
20764,2017-06-27,12019399,3.0,2.0,2735.0,8437.0,6037.0,34098985.0,-118374154.0,96050.0,1939.0,1248282.0,18910.02,0.022448436295
20990,2017-05-05,12078144,2.0,3.0,1342.0,7267.0,6037.0,34157394.0,-118220723.0,96325.0,1952.0,35801.0,862.04,-0.0335205852555
21181,2017-07-31,12127630,3.0,5.0,2276.0,8590.0,6037.0,34172985.0,-118068064.0,96295.0,1956.0,37252.0,2568.5,-0.0328020647113
21290,2017-05-12,12156817,2.0,3.0,1464.0,8154.0,6037.0,34201956.0,-118177695.0,96271.0,1950.0,687552.0,10656.37,-0.0530999337122
21379,2017-07-31,12179576,2.0,3.0,1400.0,25652.0,6037.0,34227175.0,-118224279.0,96271.0,1952.0,82889.0,3161.21,0.0626410825136
21761,2017-07-26,12280255,2.0,4.0,1535.0,5823.0,6037.0,33906565.0,-118212687.0,96091.0,1938.0,233000.0,5698.67,-0.029007145474
22608,2017-06-26,12482475,2.0,2.0,1164.0,5131.0,6037.0,33858488.0,-118137459.0,96212.0,1950.0,206076.0,3447.1,-0.011001939746299998
22639,2017-07-28,12488100,1.0,3.0,1066.0,5200.0,6037.0,33837636.0,-118113789.0,96213.0,1950.0,95272.0,2174.77,0.0133793510801
22641,2017-05-03,12488323,1.0,3.0,1082.0,5087.0,6037.0,33836545.0,-118116855.0,96213.0,1950.0,21299.0,1225.08,-0.015840777649
22730,2017-07-19,12511853,2.0,3.0,1972.0,6364.0,6037.0,33809484.0,-118129932.0,96247.0,1961.0,374228.0,6048.8,0.0007920216162510001
22780,2017-05-03,12522692,3.0,4.0,2164.0,12164.0,6037.0,33782334.0,-118106245.0,96247.0,1957.0,710675.0,10602.86,0.0485589132629
22858,2017-06-30,12545096,5.0,4.0,4550.0,8254.0,6037.0,33763241.0,-118154240.0,96237.0,1921.0,529723.0,17453.5,-0.334341993739
23106,2017-06-21,12609106,3.0,4.0,2100.0,8679.0,6037.0,33816873.0,-118321838.0,96159.0,1981.0,173075.0,4675.07,-0.038857682823699995
23143,2017-07-06,12619403,2.0,3.0,1586.0,4619.0,6037.0,33799518.0,-118268715.0,96229.0,1969.0,85486.0,3207.94,-0.0173262621279
23285,2017-05-02,12655298,4.0,4.0,1890.0,2499.0,6037.0,33720332.0,-118289138.0,96221.0,2004.0,442000.0,7293.71,0.0285270579536
23343,2017-05-05,12673686,2.0,4.0,1499.0,7534.0,6037.0,33844857.0,-118374013.0,96161.0,1959.0,671026.0,10002.96,-0.08575635655910001
23351,2017-07-18,12674628,4.0,4.0,2284.0,5731.0,6037.0,33850579.0,-118376386.0,96161.0,1970.0,670405.0,10561.37,-0.015733912189499998
23473,2017-05-15,12700436,2.0,3.0,1952.0,6246.0,6037.0,33726622.0,-118321230.0,96222.0,1961.0,46784.0,1754.69,0.0578289656716
23503,2017-06-26,12708153,5.0,4.0,4096.0,14960.0,6037.0,33755959.0,-118389876.0,96122.0,1970.0,766532.0,12823.1,-0.0022436430490700003
23516,2017-06-30,12710361,3.0,5.0,2788.0,6806.0,6037.0,33767644.0,-118396335.0,96122.0,1972.0,62318.0,2663.92,0.0556110127378
23570,2017-05-11,12723611,2.0,3.0,1064.0,5591.0,6037.0,33918273.0,-118108653.0,96193.0,1974.0,289143.0,4873.67,0.058179486918400004
23741,2017-07-25,12762381,3.0,5.0,1846.0,8114.0,6037.0,33891529.0,-118016519.0,96190.0,1957.0,283442.0,6180.39,-0.0111035092215
23773,2017-06-30,12772775,4.0,4.0,2334.0,8180.0,6037.0,34042676.0,-118050650.0,96480.0,1981.0,54233.0,3148.06,0.0353799952801
24210,2017-05-26,12874123,2.0,4.0,1359.0,9672.0,6037.0,34071475.0,-117720483.0,96507.0,1956.0,51626.0,1745.71,-0.055049089155199994
24301,2017-07-06,12894101,2.0,3.0,1707.0,7110.0,6037.0,34084624.0,-117745008.0,96507.0,1956.0,122226.0,3040.84,-0.0006756555369620001
