id,transaction_date,parcel_id,baths,beds,sqft,lot_sqft,fips,latitude,longitude,region_zip_id,year_built,land_tax_value,tax_amount,log_error
2473,2017-06-27,11022692,1.0,2.0,969.0,7262.0,6037,34.256937,-118.422346,96361,1955,16125.0,576.4,0.180437905834
2509,2017-06-30,11030839,2.0,4.0,1640.0,7201.0,6037,34.227496,-118.396953,96375,1953,77040.0,2441.72,0.07218937613439999
2627,2017-06-29,11057735,2.0,4.0,1325.0,7499.0,6037,34.275801,-118.495333,96370,1955,38261.0,1509.62,0.010400614003899999
2887,2017-07-25,11122537,3.0,3.0,2152.0,8166.0,6037,34.449317,-118.494428,96373,1987,307300.0,7138.35,0.0626466173971
2951,2017-06-15,11148877,3.0,4.0,2507.0,5743.0,6037,34.426605,-118.438981,96401,1996,150495.0,5796.38,0.045970274184900004
2990,2017-05-05,11162756,3.0,5.0,2336.0,5275.0,6037,34.382973,-118.540882,96378,1969,108301.0,4308.07,0.0192196010715
3076,2017-06-30,11187628,2.0,4.0,1648.0,11705.0,6037,34.591426,-118.150989,97329,1955,39007.0,2633.02,-0.111240247699
3223,2017-06-09,11238129,1.0,1.0,486.0,348514.0,6037,34.512311,-118.088099,97328,1938,161087.0,3039.08,-0.00954833785616
3376,2017-05-01,11298368,2.0,3.0,1502.0,6732.0,6037,34.678761,-118.107555,97318,1987,21026.0,2037.28,-0.0133192872298
3429,2017-05-11,11323134,2.0,2.0,1619.0,111564.0,6037,34.62002,-118.282609,97329,1983,85000.0,4206.15,-0.012621943049
3477,2017-05-25,11387410,2.0,3.0,1300.0,111706.0,6037,34.668424,-118.031757,97318,1959,43925.0,2180.71,0.122290380718
3963,2017-05-17,11504941,4.0,4.0,3101.0,4328.0,6037,33.89591,-118.403692,96117,2003,414393.0,11987.72,0.013521186947299998
4099,2017-05-05,11539717,2.0,2.0,1419.0,4950.0,6037,33.99234,-118.434363,96047,1941,1091393.0,14350.73,0.042999212804699996
4555,2017-06-01,11656625,4.0,4.0,2465.0,9566.0,6037,34.091515,-118.393051,96050,1928,1955642.0,29417.53,0.25821966913000005
4556,2017-05-31,11656794,3.0,2.0,2344.0,5000.0,6037,34.090802,-118.394688,96086,1970,94003.0,2905.43,0.0630892200451
4577,2017-07-10,11663009,6.0,5.0,5191.0,8508.0,6037,34.036056,-118.521169,96120,2000,2576892.0,67224.31,0.10551321828400001
4801,2017-06-30,11725663,1.0,2.0,800.0,4400.0,6037,34.031514,-118.369568,95997,1939,216368.0,3656.32,0.136037339608
4943,2017-05-05,11761651,1.0,3.0,1080.0,5404.0,6037,33.992731,-118.248723,95992,1906,86721.0,1802.05,-0.0778243139977
5058,2017-07-06,11812228,2.0,3.0,1328.0,6155.0,6037,34.068336,-118.202752,96012,1954,20063.0,452.04,-0.102350499867
5228,2017-06-13,11856285,1.0,3.0,975.0,8662.0,6037,34.041284,-118.090433,96510,1955,324553.0,5153.76,-0.0799583269389
5269,2017-06-30,11867476,1.0,2.0,1264.0,5781.0,6037,34.086157,-118.156806,96533,1935,27521.0,996.36,-0.0204375543063
5489,2017-05-10,11920981,3.0,3.0,2279.0,9505.0,6037,34.121453,-118.083479,96514,1948,816781.0,13174.31,-0.00930034352119
5495,2017-07-27,11922009,3.0,4.0,2012.0,17760.0,6037,34.131539,-118.091257,96295,1951,812200.0,15288.47,1.45785558076
5592,2017-06-07,11945984,2.0,4.0,2051.0,6793.0,6037,34.09718,-118.281348,96008,1904,32692.0,1376.06,-0.16336865259000002
5652,2017-06-27,11961650,1.0,2.0,1018.0,7049.0,6037,34.117548,-118.230085,96046,1949,31038.0,828.22,0.265638790187
5828,2017-06-22,12016313,2.0,2.0,1930.0,7499.0,6037,34.102244,-118.356115,96027,1920,48024.0,1387.47,0.28652122346299996
5948,2017-07-19,12044697,1.0,2.0,1071.0,4678.0,6037,34.216805,-118.247175,96330,1949,325525.0,4608.62,0.0330954619488
6247,2017-07-14,12123741,2.0,2.0,1536.0,7563.0,6037,34.156784,-118.081038,96295,1947,556000.0,8109.4,0.00237481658704
7096,2017-05-01,12313206,1.0,2.0,874.0,5385.0,6037,33.938064,-118.184546,96125,1940,164610.0,3723.41,-0.011092721377700001
7160,2017-05-12,12331654,2.0,3.0,1945.0,5536.0,6037,33.949268,-118.122047,96101,1976,418000.0,7860.66,-0.0024455747633099997
7221,2017-07-26,12347633,1.0,3.0,1019.0,5812.0,6037,33.905494,-118.116545,96208,1953,265095.0,4247.05,-0.032169392300900004
7255,2017-07-03,12361529,1.0,2.0,818.0,8051.0,6037,33.980184,-118.23363,96110,1942,19852.0,930.39,0.047191528389999994
7328,2017-05-15,12380616,3.0,3.0,1904.0,7510.0,6037,33.99586,-118.109918,96192,1953,18611.0,1492.78,0.048973092280699994
7401,2017-06-01,12398555,1.0,2.0,785.0,5327.0,6037,33.959472,-118.094825,96197,1950,202012.0,3767.69,0.0231121950176
7512,2017-07-28,12422593,3.0,5.0,2278.0,6735.0,6037,33.856469,-118.097024,96206,1966,404801.0,7306.05,0.00878756086846
7689,2017-05-01,12460440,1.0,2.0,1268.0,7539.0,6037,33.844588,-118.177449,96241,1949,259491.0,3762.96,-0.018075611575
7724,2017-07-05,12467469,2.0,2.0,1456.0,7689.0,6037,33.823653,-118.169198,96241,1936,33520.0,1031.48,0.0741516966922
7794,2017-07-06,12486369,2.0,4.0,1334.0,5144.0,6037,33.839851,-118.122601,96213,1950,21299.0,1225.07,0.00025029226967500004
7949,2017-06-23,12521892,2.0,3.0,1826.0,6841.0,6037,33.781999,-118.097104,96247,1954,197173.0,4265.62,0.0291279872475
8405,2017-05-08,12652859,1.0,3.0,1511.0,5625.0,6037,34.041677,-118.283494,96222,1924,48441.0,905.59,-0.05200604952380001
8412,2017-05-03,12653742,1.0,2.0,925.0,5010.0,6037,33.727228,-118.294915,96221,1928,270355.0,4097.67,0.05034013028
8513,2017-05-24,12673470,2.0,3.0,1232.0,6822.0,6037,33.84031,-118.374364,96161,1959,394626.0,5811.83,-0.07601153626280001
8527,2017-06-15,12676979,1.0,3.0,1448.0,5589.0,6037,33.849707,-118.36044,96161,1955,62318.0,1361.98,-0.062008682431300005
8594,2017-06-22,12690904,3.0,3.0,2028.0,6141.0,6037,33.791283,-118.340781,96163,1975,710000.0,10111.56,0.05990369534659999
8622,2017-07-28,12698069,2.0,3.0,1540.0,8931.0,6037,33.742644,-118.315279,96222,1955,450457.0,7936.41,0.026392701879599998
8821,2017-07-03,12745411,2.0,3.0,1192.0,5233.0,6037,33.908266,-118.103042,96193,1954,31070.0,1661.97,-0.043170652952399996
9042,2017-07-25,12800657,2.0,3.0,1784.0,6082.0,6037,33.949426,-118.048084,96173,1959,118481.0,3317.12,-0.011815615876
9364,2017-07-13,12869875,2.0,4.0,1544.0,8021.0,6037,34.085543,-117.710197,96469,1962,10121.0,1214.26,-0.019754952434900004
9654,2017-07-07,12942005,2.0,3.0,1110.0,6448.0,6037,34.052526,-117.964472,96490,1958,154161.0,4023.03,-0.0340014371861
9753,2017-06-21,12969466,2.0,3.0,1895.0,15772.0,6037,34.153603,-117.953027,399675,1962,478141.0,8945.78,-0.0143319607084
9858,2017-05-25,12993959,1.0,1.0,772.0,7141.0,6037,34.06351,-118.03322,96478,1940,54374.0,1641.67,0.148934705559
9930,2017-07-13,13011425,1.0,3.0,1120.0,5688.0,6037,34.07451,-118.057391,96510,1950,22755.0,787.07,0.0183736780491
10223,2017-05-23,13080150,2.0,3.0,1270.0,7884.0,6037,34.012754,-117.868819,96525,1964,69910.0,2247.17,-0.000264319142983
10351,2017-07-31,13840792,2.0,5.0,1342.0,5980.0,6059,33.741235,-117.898876,97003,1963,18278.0,934.04,-0.000280527261746
10545,2017-05-23,13890487,3.5,4.0,3123.0,6536.0,6059,33.624766,-117.921741,96981,2013,982193.0,16915.04,0.0175935706356
10697,2017-05-21,13927700,2.0,3.0,1735.0,7810.0,6059,33.778513,-118.088119,96218,1959,244903.0,4600.66,0.00133329023569
10813,2017-05-26,13956469,2.5,4.0,1618.0,1599.0,6059,33.7588,-117.937,97003,1990,104608.0,3806.74,0.0135039884754
10873,2017-05-05,13971273,2.0,3.0,1342.0,6638.0,6059,33.739249,-117.948994,96990,1963,169489.0,3260.58,-0.0507029595153
11177,2017-07-13,14047951,2.0,3.0,1642.0,6000.0,6059,33.668639,-117.965543,96964,1967,30455.0,1278.56,-0.0252080011135
11253,2017-05-19,14065654,2.5,3.0,1641.0,1283.0,6059,33.690056,-117.9937,96966,1979,212476.0,4256.58,0.0115291728314
11429,2017-06-27,14114647,2.0,3.0,1384.0,8250.0,6059,33.822814,-117.932688,97021,1956,269859.0,4043.28,0.0118555334451
11512,2017-05-31,14138009,2.0,4.0,1840.0,4913.0,6059,33.904078,-117.889792,97043,1973,100008.0,2703.38,0.11499484962300001
11573,2017-05-08,14153861,2.0,4.0,1801.0,9548.0,6059,33.935634,-117.899878,97035,1965,103774.0,2989.32,0.0239257686656
11688,2017-07-05,14187210,5.5,4.0,4720.0,19200.0,6059,33.885451,-117.820279,97078,2000,821577.0,17240.32,0.12071252257300001
11829,2017-05-15,14216156,2.5,2.0,1404.0,1537.0,6059,33.847552,-117.7933,97026,1976,321533.0,4839.86,0.016452082761200002
11856,2017-06-14,14222785,2.0,4.0,1700.0,9605.0,6059,33.818107,-117.830004,97065,1960,175951.0,3058.5,0.0233140107259
11884,2017-06-01,14234322,2.0,4.0,1759.0,6000.0,6059,33.798106,-117.829772,97065,1971,401600.0,5685.9,0.0247812538408
12093,2017-06-02,14289832,3.0,5.0,2399.0,4785.0,6059,33.692471,-117.800825,96943,1995,705635.0,12586.68,0.012783542623299999
12103,2017-06-30,14293412,2.5,2.0,1696.0,1580.0,6059,33.657137,-117.897092,96959,1981,414130.0,6276.7,0.0207509786111
12104,2017-06-30,14293534,3.0,4.0,2138.0,5600.0,6059,33.653813,-117.895158,96959,1963,25938.0,1703.9,-0.0178378434468
12299,2017-07-12,14350053,3.0,3.0,2445.0,6496.0,6059,33.727244,-117.747928,96954,1999,238522.0,7741.92,0.018247085503799998
12366,2017-05-31,14375729,2.0,3.0,1120.0,5000.0,6059,33.620911,-117.738349,96971,1971,327597.0,4018.36,-0.0258821839163
12431,2017-05-30,14390605,4.0,4.0,3656.0,8050.0,6059,33.568954,-117.678415,96971,1989,697673.0,10754.3,-0.0354909116027
12510,2017-05-22,14409302,4.5,4.0,4632.0,42000.0,6059,33.51412,-117.641755,96985,1986,397279.0,10649.86,0.123003550218
12523,2017-05-10,14412068,2.5,3.0,1979.0,8320.0,6059,33.52258,-117.696008,96987,1987,180572.0,4182.58,0.0390371684301
12604,2017-06-09,14432845,3.0,3.0,2547.0,5250.0,6059,33.484712,-117.696052,96961,1986,206762.0,4434.88,0.10828641987
12658,2017-06-20,14446078,3.0,3.0,2483.0,5500.0,6059,33.436221,-117.592694,96982,1989,431941.0,7203.56,0.07522190675589999
12680,2017-05-26,14451435,2.5,3.0,1935.0,6300.0,6059,33.416478,-117.613374,96982,1972,38867.0,1304.4,0.00746550107246
12739,2017-06-08,14475496,3.0,4.0,2674.0,6000.0,6059,33.589798,-117.663692,96995,1980,602128.0,8127.86,0.0275176682769
12744,2017-06-22,14476909,2.0,2.0,1445.0,3478.0,6059,33.625118,-117.636524,96996,1983,112935.0,2595.64,0.026076750832000003
13676,2017-06-14,11120880,4.0,3.0,2780.0,4135.0,6037,34.429434,-118.556856,96378,2001,380718.0,10393.47,0.0319692676524
13896,2017-05-19,14326917,3.5,4.0,3935.0,8180.0,6059,33.624234,-117.814651,96940,2004,1540688.0,26054.22,-0.005333355628859999
14077,2017-05-19,11174990,2.0,2.0,1140.0,3520.0,6037,34.500051,-118.618299,96398,1986,144974.0,3510.11,-0.0217005224259
14112,2017-06-27,11148974,3.0,6.0,3660.0,8246.0,6037,34.428883,-118.435588,96401,2004,253812.0,7962.51,-0.04370493101419999
14181,2017-05-03,11307648,4.0,5.0,3646.0,6762.0,6037,34.67642,-118.213686,97319,2005,128900.0,5403.58,0.06975835707719999
15315,2017-06-20,17093126,2.0,3.0,1208.0,6000.0,6111,34.277732,-119.195751,97083,1961,15485.0,650.76,0.00740764906316
15705,2017-06-30,17197269,2.5,3.0,1587.0,3206.0,6111,34.276153,-118.899518,97097,1984,264000.0,4454.96,-0.0199672237155
15739,2017-06-08,17205773,2.0,3.0,1677.0,15537.0,6111,34.293666,-118.856116,97097,1973,18736.0,928.82,0.324139270552
15883,2017-05-31,17241312,2.0,3.0,1657.0,20116.0,6111,34.241761,-118.772779,97118,1978,133170.0,4112.12,0.0156346611893
16012,2017-06-29,17273670,2.0,3.0,1441.0,12840.0,6111,34.184742,-118.939268,96351,1964,319803.0,5207.78,-0.00565023737375
16068,2017-05-09,17287986,3.5,4.0,2382.0,6568.0,6111,34.180081,-118.779278,96393,1990,282421.0,8953.28,-0.024547677953599998
16168,2017-07-17,10719731,2.0,3.0,1358.0,7559.0,6037,34.206094,-118.620655,96342,1956,20684.0,958.85,0.0549315868036
16179,2017-07-28,10722858,2.0,4.0,1570.0,7977.0,6037,34.195746,-118.624097,96342,1960,149312.0,4619.79,-0.172842628003
16482,2017-06-20,10790758,3.0,4.0,1874.0,7595.0,6037,34.1871,-118.611474,96338,1962,340012.0,6240.7,-0.0373832673496
16527,2017-05-12,10801652,1.0,2.0,804.0,5499.0,6037,34.17475,-118.518376,96349,1949,264262.0,4105.46,0.009064354842169999
16552,2017-06-22,10808526,2.0,3.0,1548.0,5008.0,6037,34.166547,-118.601083,96387,1963,439687.0,7919.07,0.004777023108810001
16570,2017-07-19,10814303,4.0,5.0,3386.0,21516.0,6037,34.14974,-118.543714,96379,1967,63351.0,2968.8,-0.0386167867152
16723,2017-06-14,10849893,2.0,3.0,2166.0,7640.0,6037,34.170447,-118.497961,96426,1955,19233.0,1119.65,0.0591020603548
16817,2017-06-23,10868096,6.0,4.0,7348.0,23285.0,6037,34.140236,-118.485003,96426,1992,661534.0,20154.8,0.026787733955700003
16936,2017-05-31,10894174,2.0,3.0,1954.0,8098.0,6037,34.175253,-118.428467,96410,1949,54391.0,1777.91,0.00794223636681
16967,2017-06-13,10905007,2.0,2.0,1419.0,5564.0,6037,34.148842,-118.425312,96424,1942,619100.0,9659.61,0.0433650388071
17079,2017-05-31,10936217,1.0,2.0,1094.0,6715.0,6037,34.181603,-118.350822,96437,1939,69462.0,2193.99,0.022891350652799996
17378,2017-07-03,11011070,2.0,4.0,1855.0,17512.0,6037,34.3192,-118.476752,96368,1987,125623.0,4218.54,-0.0532580325743
17583,2017-06-30,11055716,2.0,3.0,1450.0,8000.0,6037,34.252109,-118.487843,96369,1956,209620.0,4957.72,-0.00027107703936
17620,2017-06-15,11064618,2.0,3.0,1252.0,7445.0,6037,34.271792,-118.509318,96370,1953,160610.0,4290.14,-0.010791917705899998
17702,2017-06-23,11088558,2.0,3.0,1348.0,8381.0,6037,34.244869,-118.570562,96346,1958,353000.0,5501.29,-0.0242070881243
17766,2017-06-09,11104729,2.0,3.0,1316.0,6230.0,6037,34.421903,-118.470076,96374,1961,149812.0,3415.51,-0.00492248637651
17871,2017-07-03,11138796,5.0,5.0,4742.0,7589.0,6037,34.369516,-118.549847,96352,2001,335500.0,10293.37,0.21044299266600003
18155,2017-05-26,11225662,1.0,2.0,843.0,37101.0,6037,34.559297,-117.934415,97323,1957,28707.0,845.37,0.528210870908
18383,2017-07-19,11317092,2.0,3.0,1380.0,7300.0,6037,34.687693,-118.242043,97319,1992,33188.0,2834.32,0.000470728716554
18389,2017-06-21,11320343,3.0,4.0,2400.0,9563.0,6037,34.648454,-118.260694,97319,1998,47547.0,4253.44,-0.112007844842
18421,2017-06-07,11343307,2.0,3.0,1608.0,7890.0,6037,34.457879,-118.531052,96373,1984,198500.0,6335.52,0.046348368130400004
18458,2017-06-22,11391677,1.0,2.0,1060.0,4795.0,6037,33.987382,-118.321333,96024,1935,157032.0,2511.05,0.116680033816
18570,2017-05-03,11416348,1.0,2.0,864.0,5897.0,6037,33.942891,-118.353629,96136,1923,141990.0,2843.19,0.345002669943
18617,2017-07-21,11430024,2.0,3.0,1792.0,5300.0,6037,33.912321,-118.311967,96106,1956,279840.0,4930.36,-0.0397260889623
18649,2017-07-24,11437129,2.0,3.0,1517.0,5408.0,6037,33.892253,-118.338968,96111,1951,42214.0,1929.23,0.020031508574700003
18926,2017-06-29,11501666,3.0,3.0,1988.0,4200.0,6037,33.889974,-118.39628,96117,1976,506302.0,7155.73,0.043959324874800004
19050,2017-06-09,11535873,3.0,3.0,2500.0,2644.0,6037,33.980255,-118.465552,96127,1915,1484024.0,22323.1,-0.0108830681293
19414,2017-05-11,11636755,6.0,5.0,5578.0,22216.0,6037,34.086968,-118.390786,96086,1950,302362.0,5433.3,0.01394917731
19421,2017-05-17,11640216,6.0,5.0,3784.0,24081.0,6037,34.096119,-118.404917,96086,1952,242301.0,3991.05,-0.053021604135
19507,2017-06-06,11661878,3.0,5.0,2643.0,21085.0,6037,34.044268,-118.515368,96120,1948,124451.0,2983.6,0.112794050031
19520,2017-05-05,11663751,1.0,3.0,910.0,11839.0,6037,34.039617,-118.531174,96120,1939,90738.0,1502.05,0.0508668444384
19606,2017-07-07,11688185,6.0,5.0,5679.0,47073.0,6037,34.027155,-118.835947,96116,1993,1451398.0,49510.73,-0.2361284661
19688,2017-07-21,11709217,1.0,3.0,1020.0,6503.0,6037,34.007928,-118.317625,95989,1922,22755.0,702.32,-0.07565444780330001
19746,2017-06-08,11724387,1.0,2.0,1401.0,6240.0,6037,34.020537,-118.338656,95997,1940,216439.0,3403.13,-0.0931132592553
19905,2017-06-08,11766990,2.0,3.0,1248.0,5120.0,6037,34.005402,-118.268022,95992,1903,14266.0,725.87,-0.00985174566446
20112,2017-07-27,11837624,2.0,3.0,1398.0,6253.0,6037,34.044439,-118.158275,96496,1958,150969.0,3247.77,0.030917531332099995
20265,2017-06-29,11874371,2.0,3.0,1786.0,3252.0,6037,34.083854,-118.193236,96013,1994,13855.0,2183.96,-0.00691310095126
20339,2017-07-14,11891060,2.0,3.0,1959.0,11605.0,6037,34.129073,-118.095789,96296,1948,78060.0,3628.38,-0.09107058144760001
20592,2017-05-08,11959118,1.0,2.0,528.0,6666.0,6037,34.102095,-118.23229,96046,1923,22957.0,451.04,0.146329150769
20764,2017-06-27,12019399,3.0,2.0,2735.0,8437.0,6037,34.098985,-118.374154,96050,1939,1248282.0,18910.02,0.022448436295
20990,2017-05-05,12078144,2.0,3.0,1342.0,7267.0,6037,34.157394,-118.220723,96325,1952,35801.0,862.04,-0.0335205852555
21181,2017-07-31,12127630,3.0,5.0,2276.0,8590.0,6037,34.172985,-118.068064,96295,1956,37252.0,2568.5,-0.0328020647113
21290,2017-05-12,12156817,2.0,3.0,1464.0,8154.0,6037,34.201956,-118.177695,96271,1950,687552.0,10656.37,-0.0530999337122
21379,2017-07-31,12179576,2.0,3.0,1400.0,25652.0,6037,34.227175,-118.224279,96271,1952,82889.0,3161.21,0.0626410825136
21761,2017-07-26,12280255,2.0,4.0,1535.0,5823.0,6037,33.906565,-118.212687,96091,1938,233000.0,5698.67,-0.029007145474
22608,2017-06-26,12482475,2.0,2.0,1164.0,5131.0,6037,33.858488,-118.137459,96212,1950,206076.0,3447.1,-0.011001939746299998
22639,2017-07-28,12488100,1.0,3.0,1066.0,5200.0,6037,33.837636,-118.113789,96213,1950,95272.0,2174.77,0.0133793510801
22641,2017-05-03,12488323,1.0,3.0,1082.0,5087.0,6037,33.836545,-118.116855,96213,1950,21299.0,1225.08,-0.015840777649
22730,2017-07-19,12511853,2.0,3.0,1972.0,6364.0,6037,33.809484,-118.129932,96247,1961,374228.0,6048.8,0.0007920216162510001
22780,2017-05-03,12522692,3.0,4.0,2164.0,12164.0,6037,33.782334,-118.106245,96247,1957,710675.0,10602.86,0.0485589132629
22858,2017-06-30,12545096,5.0,4.0,4550.0,8254.0,6037,33.763241,-118.15424,96237,1921,529723.0,17453.5,-0.334341993739
23106,2017-06-21,12609106,3.0,4.0,2100.0,8679.0,6037,33.816873,-118.321838,96159,1981,173075.0,4675.07,-0.038857682823699995
23143,2017-07-06,12619403,2.0,3.0,1586.0,4619.0,6037,33.799518,-118.268715,96229,1969,85486.0,3207.94,-0.0173262621279
23285,2017-05-02,12655298,4.0,4.0,1890.0,2499.0,6037,33.720332,-118.289138,96221,2004,442000.0,7293.71,0.0285270579536
23343,2017-05-05,12673686,2.0,4.0,1499.0,7534.0,6037,33.844857,-118.374013,96161,1959,671026.0,10002.96,-0.08575635655910001
23351,2017-07-18,12674628,4.0,4.0,2284.0,5731.0,6037,33.850579,-118.376386,96161,1970,670405.0,10561.37,-0.015733912189499998
23473,2017-05-15,12700436,2.0,3.0,1952.0,6246.0,6037,33.726622,-118.32123,96222,1961,46784.0,1754.69,0.0578289656716
23503,2017-06-26,12708153,5.0,4.0,4096.0,14960.0,6037,33.755959,-118.389876,96122,1970,766532.0,12823.1,-0.0022436430490700003
23516,2017-06-30,12710361,3.0,5.0,2788.0,6806.0,6037,33.767644,-118.396335,96122,1972,62318.0,2663.92,0.0556110127378
23570,2017-05-11,12723611,2.0,3.0,1064.0,5591.0,6037,33.918273,-118.108653,96193,1974,289143.0,4873.67,0.058179486918400004
23741,2017-07-25,12762381,3.0,5.0,1846.0,8114.0,6037,33.891529,-118.016519,96190,1957,283442.0,6180.39,-0.0111035092215
23773,2017-06-30,12772775,4.0,4.0,2334.0,8180.0,6037,34.042676,-118.05065,96480,1981,54233.0,3148.06,0.0353799952801
24210,2017-05-26,12874123,2.0,4.0,1359.0,9672.0,6037,34.071475,-117.720483,96507,1956,51626.0,1745.71,-0.055049089155199994
24301,2017-07-06,12894101,2.0,3.0,1707.0,7110.0,6037,34.084624,-117.745008,96507,1956,122226.0,3040.84,-0.0006756555369620001
24442,2017-06-13,12933590,4.0,4.0,3414.0,135594.0,6037,34.075887,-117.845362,96513,1989,222641.0,6991.71,-0.0195129161852
24506,2017-06-26,12946678,2.0,4.0,1520.0,6459.0,6037,34.043552,-117.953244,96488,1955,291000.0,4883.51,-0.1788883968
24520,2017-07-14,12950748,2.0,3.0,1717.0,10366.0,6037,34.062967,-117.894981,96524,1952,318000.0,6030.87,0.0229733086595
24594,2017-05-16,12966979,2.0,2.0,1092.0,6913.0,6037,34.156713,-118.001647,96273,1941,98468.0,2386.1,-0.0534724947322
24858,2017-05-30,13039041,2.0,3.0,1662.0,9878.0,6037,34.141686,-117.849907,96486,1956,432024.0,6778.81,0.030571129507900002
24863,2017-05-09,13040283,2.0,4.0,1524.0,7938.0,6037,34.113662,-117.837348,96485,1977,379000.0,5984.16,-0.0403133258226
25203,2017-05-03,13855289,2.0,4.0,1681.0,8880.0,6059,33.910126,-117.947995,96186,1964,277489.0,4590.98,0.018118388178700002
25236,2017-07-17,13865471,2.5,3.0,1489.0,3500.0,6059,33.67102,-117.99052,96966,1978,137798.0,3047.16,-0.0327895514501
25252,2017-06-12,13868451,2.5,4.0,2536.0,17900.0,6059,33.886566,-117.909026,97039,1962,46525.0,1733.5,0.029211666843500003
25341,2017-06-09,13885838,2.0,2.0,1477.0,6480.0,6059,33.782954,-117.857983,97066,1938,232387.0,3658.34,-0.022813035838099998
25488,2017-07-28,13920689,2.0,3.0,1565.0,6100.0,6059,33.806616,-118.004866,96203,1959,39789.0,1609.1,-0.0342558475511
25672,2017-05-10,13960612,2.0,4.0,1882.0,12700.0,6059,33.754629,-117.798673,97016,1959,50274.0,1829.4,-1.70886258026e-05
25758,2017-05-31,13983014,2.0,3.0,1326.0,4400.0,6059,33.464074,-117.665565,96956,1964,385423.0,5561.26,0.0171167220071
26001,2017-07-31,14036408,2.0,4.0,1279.0,7000.0,6059,33.735026,-118.03935,96967,1961,445631.0,6041.36,0.00732035239617
26027,2017-05-24,14042224,2.5,4.0,2357.0,5952.0,6059,33.729722,-118.015945,96965,1965,106249.0,3073.84,0.0133348780923
26095,2017-07-21,14058517,2.0,4.0,1595.0,5970.0,6059,33.660113,-117.950149,96964,1966,235338.0,3792.12,0.012014906781799999
26325,2017-07-24,14113687,3.0,4.0,2927.0,6138.0,6059,33.823435,-118.047326,96185,1992,426523.0,8494.2,-0.0411568264538
26360,2017-07-07,14121851,1.0,2.0,970.0,11220.0,6059,33.839315,-118.05523,96185,1964,30450.0,996.94,-0.040486178576
26381,2017-05-26,14126532,1.0,3.0,1143.0,8789.0,6059,33.851586,-118.017427,96180,1949,121607.0,1977.26,0.039763369227300005
26728,2017-06-08,14204400,3.0,3.0,3126.0,6600.0,6059,33.860307,-117.732319,97027,1992,582701.0,9531.9,0.00320402743504
